Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,IWM,SPY,IWM,SPY,IWM,SPY,IWM,SPY,IWM,SPY
Date,,,,,,,,,,
2000-04-03,,96.35257720947266,,96.35257720947266,,94.72015751294853,,95.63590514758403,,8508200
2000-04-04,,95.63593292236328,,97.46742872354092,,90.07176904813336,,96.67112620128977,,19585500
2000-04-05,,95.0386962890625,,96.0738894618801,,94.04331823827634,,94.20257872640212,,8387200
2000-04-06,,95.86489868164062,,96.63134008943695,,94.91928915254128,,95.7155919138881,,6378500
2000-04-07,,96.47207641601562,,96.91004292058689,,95.87484936432755,,96.55170668957405,,6023600
2000-04-10,,96.09381866455078,,97.53711716324146,,95.75539005106468,,96.67113806402705,,9624200
2000-04-11,,95.81513977050781,,96.59153504394429,,94.52114764811367,,95.55634134602899,,9006400
2000-04-12,,93.18730926513672,,96.29288932182574,,93.10767900727289,,95.79520021017686,,10779200
2000-04-13,,91.89329528808594,,94.38174024281096,,91.59468189351892,,93.94377393077936,,12225800
2000-04-14,,86.6377182006836,,90.97756713628769,,85.04511308670044,,90.85812175273895,,29604000
2000-04-17,,89.6636734008789,,89.6636734008789,,85.80160576327444,,86.1201268055511,,23918200
2000-04-18,,92.03266143798828,,92.03266143798828,,89.04652706297244,,89.54421612547507,,11069200
2000-04-19,,91.17665100097656,,92.45073520710373,,90.79840725228254,,92.052583892689,,6553700
2000-04-20,,91.6146011352539,,91.69423138395905,,90.6988532751449,,91.45534063784365,,8537600
2000-04-24,,90.61923217773438,,91.29608936008124,,89.50440858328069,,90.14145063725422,,12893100
2000-04-25,,94.3817367553711,,94.3817367553711,,92.01273724600827,,92.13218259942153,,14102000
2000-04-26,,93.31671905517578,,94.76001764322916,,93.00815177083334,,94.26232847493489,,7711100
2000-04-27,,93.00812530517578,,93.86415043105818,,91.09699944274067,,91.09699944274067,,15595300
2000-04-28,,92.43083190917969,,94.1926515568132,,92.41092434253976,,93.64519347421522,,8743400
2000-05-01,,93.68500518798828,,94.59079943704342,,92.90861011736959,,93.3664841333755,,7328300
2000-05-02,,91.81366729736328,,93.72479306938125,,91.81366729736328,,92.68959994287151,,9411900
2000-05-03,,89.6636734008789,,91.73406017567717,,89.04653888146788,,91.73406017567717,,12630700
2000-05-04,,90.34056854248047,,90.68895107872846,,89.66371104348437,,90.46001398347978,,5963600
2000-05-05,,91.43546295166016,,91.73407648187458,,89.78313475114028,,89.86276502586412,,7862400
2000-05-08,,90.74861145019531,,91.33588446495472,,90.36041403365944,,90.93773326850766,,5064100
2000-05-09,,90.02200317382812,,91.35580994354208,,89.35509978897116,,91.13682674254427,,5620300
2000-05-10,,87.99142456054688,,89.80301271326401,,87.75253381513363,,89.50439928149746,,10293900
2000-05-11,,90.00206756591797,,90.14142046858582,,88.62844609676327,,89.26548793753066,,7091100
2000-05-12,,90.97761535644531,,91.39567442044648,,90.22112752634794,,90.34057297320543,,5960800
2000-05-15,,92.55024719238281,,92.75927657408211,,90.45995337538987,,90.93773481927397,,4441300
2000-05-16,,93.44612884521484,,94.1030786219281,,92.57019580959715,,93.3664985692496,,8192200
2000-05-17,,92.47064208984375,,93.1275917537759,,92.03267564722232,,92.80907070459668,,5907200
2000-05-18,,91.33589935302734,,93.20721028135877,,91.33589935302734,,92.76924389387695,,4325600
2000-05-19,,89.90258026123047,,91.24634114866029,,89.4447061810692,,90.818328421553,,6518400
2000-05-22,,89.22569274902344,,90.12153303766824,,87.27475167597473,,89.98218010387905,,10839400
2000-05-23,,87.91180419921875,,89.7034849913224,,87.63309829822485,,89.46459421904191,,7979200
2000-05-24,,89.34516906738281,,89.62387503149675,,86.95626080354904,,87.91182410908254,,11081500
2000-05-25,,87.8122787475586,,90.34053977701676,,87.73264847891424,,89.62386735921758,,8278900
2000-05-26,33.02018356323242,87.91180419921875,33.02018356323242,88.98681267448094,32.726771132390304,87.48379156554955,32.88476244130529,88.42940087249315,74800.0,4814000
2000-05-30,34.23896789550781,90.77853393554688,34.23896789550781,91.05723996078758,33.49415185031879,88.84749933209335,33.49415185031879,89.1859280770285,57600.0,5362700
2000-05-31,34.36311340332031,90.97761535644531,34.80323209715594,91.73410318654267,34.35182830860658,90.51974114349164,34.35182830860658,90.81835476063533,36000.0,6056500
2000-06-01,35.14178466796875,92.57014465332031,35.14178466796875,92.64977488528017,35.06843155289431,91.09698536206318,35.06843155289431,91.53495163784233,7000.0,8961600
2000-06-02,36.969966888427734,94.18265533447266,36.969966888427734,94.97895764125323,36.73297992119422,93.95371842127324,36.73297992119422,94.87941985290566,29400.0,8962200
2000-06-05,36.834537506103516,93.72480773925781,37.24080078742083,94.4215724526975,36.7893971415127,93.56554723332874,36.87967787069433,93.94379093491028,48400.0,6998100
2000-06-06,37.195682525634766,93.3067398071289,37.85021820114654,94.1428573816754,37.08283154709825,92.94840370375184,37.415741933780964,93.40627761362254,151800.0,4858900
2000-06-07,37.24082565307617,93.95376586914062,37.24082565307617,94.28224073657167,36.63143032420765,93.00815640229366,36.969983284690166,93.40630775675554,131000.0,4919500
2000-06-08,37.15054702758789,93.58547973632812,37.647091398552,94.1229840870792,37.15054702758789,93.04797538557703,37.647091398552,93.9637235387085,91400.0,5723100
2000-06-09,37.80507278442383,93.38636016845703,37.80507278442383,94.26229277289363,37.489090086524165,92.76922583351306,37.511660279231286,93.96367938501751,41600.0,3085300
2000-06-12,36.68220520019531,92.29145812988281,37.9179232341659,93.62526479396868,36.6539924596937,92.29145812988281,37.9179232341659,93.62526479396868,85200.0,3678900
2000-06-13,37.15054702758789,94.02342987060547,37.15054702758789,94.1229676960031,36.247739080380406,92.13221118805042,36.59193461025326,92.25165657852757,168200.0,6558700
2000-06-14,36.969966888427734,94.18265533447266,37.455225916572545,94.83960473756663,36.969966888427734,93.76459662341284,37.455225916572545,94.44145358417634,43200.0,6420500
2000-06-15,37.01512908935547,94.3817367553711,37.01512908935547,94.75998037451306,36.38880602092278,93.54561928147834,36.74428668138457,94.36182919646889,26800.0,5881200
2000-06-16,36.811973571777344,93.60626220703125,37.195666735922174,94.70375622139636,36.811973571777344,93.1473101646604,37.17309654979601,94.70375622139636,30200.0,5567900
2000-06-19,37.73736572265625,94.80354309082031,37.73736572265625,95.2425407645728,36.8458430276533,93.38677787098274,37.015119488729816,93.5264589489949,59200.0,5106900
2000-06-20,37.985626220703125,94.4642562866211,38.042051690430846,95.06288908945139,37.64707340233679,93.86562348379078,37.793779623628865,94.62389170070917,47000.0,6480000
2000-06-21,38.1879768371582,94.42440795898438,38.255726056857476,94.78358787091626,37.66856615279709,93.79584311310356,37.66856615279709,93.82577477243122,66800.0,3115000
2000-06-22,37.036251068115234,92.9876480102539,38.30090354361185,94.30464044988412,37.036251068115234,92.58855939218415,38.30090354361185,94.22482272627016,139600.0,7490500
2000-06-23,36.78781509399414,92.18949127197266,37.397557885607306,93.30693965102687,36.494235231365586,91.8702203065286,37.397557885607306,93.10739529762434,235800.0,4863300
2000-06-26,37.23948669433594,93.37675476074219,37.23948669433594,93.38673197569686,36.76524217002966,92.50873705968603,36.93461521442476,92.82800793823542,93600.0,5201300
2000-06-27,36.65232467651367,92.6883544921875,37.62339674126419,93.68607628435313,36.65232467651367,92.59855953089259,37.29594220780181,93.21714704203528,112800.0,4159500
2000-06-28,37.57822036743164,92.94778442382812,37.713718758179596,93.85571147219312,36.81039615319325,92.78814889884087,36.81039615319325,92.98769330507494,170600.0,5347700
2000-06-29,36.99106216430664,92.06979370117188,37.46530655102852,93.06751578289241,36.87814683413476,91.64077320603204,37.397557352925396,92.42897365059126,212200.0,6345700
2000-06-30,37.34675598144531,92.7681884765625,37.34675598144531,92.96773286993002,36.70878418614625,91.880215926077,37.0136556635458,91.91014758508213,1171800.0,7420200
2000-07-03,37.87180709838867,94.04527282714844,37.87180709838867,94.14504502407942,37.21689809072423,92.70832538827321,37.26206422918385,92.86796090336279,15800.0,1436600
2000-07-05,37.44272994995117,92.3491439819336,37.66856064928743,93.64618252100568,37.31287729783283,92.18950846943241,37.65726911432061,93.46659256944186,138800.0,2748200
2000-07-06,37.88309860229492,93.0675048828125,37.88309860229492,93.52645698665141,37.103982714498095,92.08973735724264,37.45402028727638,92.54868946108155,154600.0,5963200
2000-07-07,38.12021255493164,94.56404113769531,38.2670024729453,95.00303858547528,37.888736145756255,93.3867298004672,37.888736145756255,93.66609181269081,71800.0,3034800
2000-07-10,38.368629455566406,94.4044189453125,38.50412785270201,95.08286964160094,38.097632661295194,94.20487462287473,38.097632661295194,94.42437337755628,44800.0,2816100
2000-07-11,38.3234748840332,94.60393524169922,38.5154310045484,95.22252245800226,38.18797644602248,93.96539359906384,38.30089181103142,94.16493786238739,253200.0,5431600
2000-07-12,39.09130096435547,95.22257995605469,39.09130096435547,95.86112198425958,38.48155796837765,94.94321781871506,38.52672411622786,95.32235214796171,45200.0,5883000
2000-07-13,39.21550369262695,95.64160919189453,39.21550369262695,96.02074346576184,39.02354758471602,95.26247491802722,39.12517140655122,95.77131302242809,102600.0,5356000
2000-07-14,39.24937438964844,96.57946014404297,39.41874740916648,96.57946014404297,38.93321141988142,95.57176123138302,39.41874740916648,96.06064486227746,54800.0,5341900
2000-07-17,39.38488006591797,96.41983795166016,39.452629286214844,97.04840270651886,39.18163240502734,96.22029358503833,39.28325623547265,96.40986073332905,46600.0,4208300
2000-07-18,38.707374572753906,95.63164520263672,39.12516128780405,96.18039225387773,38.707374572753906,95.36226028657295,39.12516128780405,96.18039225387773,235400.0,4262100
2000-07-19,38.02987289428711,94.86339569091797,38.58315786216718,95.72143650175295,38.02987289428711,94.66385131630518,38.58315786216718,95.44207437729504,35400.0,8506800
2000-07-20,38.6622200012207,96.18034362792969,38.6622200012207,96.18034362792969,38.39122313205327,95.02298679589236,38.39122313205327,95.1427133647238,150400.0,4538900
2000-07-21,37.60082244873047,94.3046646118164,38.43639628092448,95.6216573888752,37.60082244873047,94.3046646118164,38.43639628092448,95.6216573888752,150600.0,5656900
2000-07-24,37.053184509277344,93.76586151123047,37.804071838202205,95.05292217679215,36.974143737811566,93.58627165091953,37.804071838202205,94.58399309709138,37000.0,5628500
2000-07-25,37.1265754699707,94.06523132324219,37.34676045222874,94.40445680743716,36.90074471893682,93.7260058390472,37.34676045222874,94.34459348669687,36800.0,4757100
2000-07-26,37.05883026123047,93.14730834960938,37.05883026123047,93.96544023528503,36.47167024490385,92.99765007783944,36.855582563271255,93.84571361786908,15800.0,12062500
2000-07-27,36.042579650878906,92.82806396484375,36.98542282157076,93.62624164295934,36.042579650878906,92.38906624188017,36.98542282157076,93.18724391999577,275000.0,7652600
2000-07-28,35.41025161743164,90.73282623291016,36.25147092403198,93.16726757894381,35.31991934289738,90.3636691435526,36.25147092403198,93.04754095536839,171600.0,6229500
2000-07-31,36.313568115234375,91.31148529052734,36.313568115234375,92.02984487760317,35.18441487782037,90.71285230129749,35.59091004328941,91.2715764245787,166400.0,5265500
2000-08-01,36.076438903808594,91.87020874023438,36.17806267536862,92.40897842659109,35.873191360688544,91.39130235236173,36.04256431328859,91.71057327761015,263400.0,3946600
2000-08-02,36.13289260864258,92.32915496826172,36.336140129566196,92.8479701896092,35.771563682556156,91.71056758896279,35.86189591407776,91.87020304168509,388600.0,7439800
2000-08-03,36.110347747802734,92.96768188476562,36.17809699310818,93.1073628835193,35.43285529474827,91.07201118739435,35.43285529474827,91.2316466145414,1084200.0,4607100
2000-08-04,36.291011810302734,93.466552734375,36.55071724640633,93.68605147051464,36.07647253699976,92.84796538707234,36.53942570570617,93.4266438732587,570400.0,3686600
2000-08-07,36.962833404541016,94.58399200439453,36.962833404541016,94.78353629132364,36.42648558516857,93.46654399759156,36.42648558516857,93.68604271321357,88200.0,4159800
2000-08-08,36.78781509399414,94.94320678710938,36.96847962484249,95.02302453136083,36.78781509399414,94.18493821672052,36.85556429306227,94.18493821672052,49600.0,3658700
2000-08-09,36.522464752197266,94.14502716064453,37.05881258825519,95.28242998984265,36.522464752197266,94.1051182894446,37.05881258825519,95.23254390084274,23000.0,5383800
2000-08-10,36.313568115234375,93.6860580444336,36.56198182746545,94.41439481091322,36.20065279149297,93.40669599701675,36.52810723034303,94.2048732753506,43000.0,4193400
2000-08-11,36.9459114074707,94.12507629394531,36.9459114074707,94.50421058472016,35.95225608844337,92.94776454890763,35.95225608844337,93.62621538503105,176000.0,5089400
2000-08-14,37.32979965209961,95.32231140136719,37.32979965209961,95.5019012700321,36.81038925161667,93.90554688189951,36.83297231250724,94.36449876848764,56800.0,2966700
2000-08-15,36.78781509399414,95.24256134033203,37.30722562018313,95.66160466489667,36.78781509399414,94.86342690382118,37.250767954293025,95.36228800449337,189200.0,5564600
2000-08-16,36.9684944152832,94.90324401855469,37.239491319976786,95.74132985723831,36.810412887545276,94.40438340029064,36.94591133989207,95.34224136262706,219400.0,5191600
2000-08-17,37.30723571777344,95.90104675292969,37.46531722505214,96.06068228643436,37.01365577568442,94.72373469333276,37.103988065557964,94.94323355190167,358800.0,5652200
2000-08-18,37.25078201293945,95.5817642211914,37.53307044892717,96.02076188567287,37.17174125086289,95.28244763177223,37.4427381494111,96.02076188567287,52200.0,4626400
2000-08-21,37.386287689208984,96.10061645507812,37.52178616467577,96.24029758364655,37.149165357142124,95.40221081223599,37.48791154580907,95.80129975100292,129200.0,2380600
2000-08-22,37.32979965209961,95.94095611572266,37.64596250456748,96.61940713650772,37.32979965209961,95.84118390678368,37.40884036521658,96.14050053360062,195600.0,3075300
2000-08-23,37.27335739135742,96.32003784179688,37.397564277544916,96.59939987407057,37.12656743495401,95.32231629796222,37.28464892646537,95.661541622866,153000.0,5483200
2000-08-24,37.82664489746094,96.61934661865234,38.0298925416861,96.73907319438797,37.47660728796205,96.10053145713128,37.47660728796205,96.51957447220599,276200.0,4529000
2000-08-25,37.98473358154297,96.57946014404297,38.07506588494736,96.81891335101167,37.736319747180914,96.37991580490238,37.8492351264364,96.5195968423008,208600.0,2822200
2000-08-28,38.052467346191406,96.90877532958984,38.39121334630587,97.63711267120006,37.98471814616852,96.57952694228659,38.165382679562896,96.57952694228659,156000.0,5518700
2000-08-29,38.4138069152832,96.92869567871094,38.4138069152832,96.97858178044986,38.02989467685885,96.35999411888731,38.142810041101306,96.69921961071194,140200.0,3561900
2000-08-30,38.458984375,96.00080108642578,38.594482851952435,96.73911529141388,38.24444511982531,96.00080108642578,38.37994359677774,96.61938866357798,619000.0,3964800
2000-08-31,38.842872619628906,97.27786254882812,39.13645247082378,97.75676894906852,38.59445889938709,96.35995861503406,38.59445889938709,96.4597307817508,151200.0,4863100
2000-09-01,39.15903854370117,97.37767791748047,39.22678774533387,98.07608339434763,38.83722983594584,97.05840684234118,39.02354014043577,97.85658453018938,186800.0,3191200
2000-09-05,38.88805389404297,96.59945678710938,39.22680000810257,97.18811284478748,38.88805389404297,96.30014014761203,39.108238868181715,96.97859119713934,110400.0,3470800
2000-09-06,38.71867752075195,95.50189208984375,39.0687151419661,97.0284058267583,38.66221983991096,95.48193766191022,39.0687151419661,96.53952234238697,217800.0,4322200
2000-09-07,39.29454040527344,96.32003784179688,39.31712347447187,96.46969607337206,38.88804515970164,95.67151883830435,38.88804515970164,95.9409036551397,213800.0,4265500
2000-09-08,38.61704635620117,95.66156768798828,39.18162305731522,96.10056528689019,38.61704635620117,95.35227392512557,39.096936552148115,95.96088423269413,128600.0,3518200
2000-09-11,38.6622200012207,95.52188110351562,38.96144571092641,96.53955729659674,38.526721566636986,94.94320248392049,38.814655740127385,95.62165327930789,314600.0,3937500
2000-09-12,38.53799819946289,94.823486328125,38.888035686771225,95.94093482020727,38.48154054021961,94.78357745340777,38.888035686771225,95.62166382246949,93000.0,4769100
2000-09-13,38.729949951171875,95.07293701171875,38.79769913475993,95.36227641494467,38.36862097203558,94.28473656844812,38.36862097203558,94.5042354260678,81200.0,7691600
2000-09-14,38.95579528808594,95.55182647705078,39.10258524134539,95.74139363827706,38.72431882333064,94.60399067091944,38.89933761375538,95.70148476222941,114000.0,3397100
2000-09-15,38.23313522338867,93.46134185791016,38.797711939623,94.90167075640535,38.165386017440554,93.46134185791016,38.752545802324256,94.86166162033604,67000.0,4085700
2000-09-18,37.32979965209961,92.60115814208984,38.40249504440132,94.08149637983334,37.222530112869435,92.31109186577524,38.40249504440132,93.7014095350073,201400.0,5109300
2000-09-19,37.93955993652344,93.44134521484375,38.097641436258954,93.66139548188791,37.312879705429076,92.6311601407266,37.56693925857544,92.90122183209898,54800.0,6588200
2000-09-20,37.63809585571289,92.75119018554688,37.9326745710195,93.48135700141499,37.43415674511601,91.6409365340214,37.9326745710195,93.26130672813967,40400.0,6508100
2000-09-21,36.93565368652344,91.3408432006836,37.706090634585884,93.1812631688095,36.93565368652344,91.30083407094172,37.706090634585884,92.48110339832681,207400.0,5972300
2000-09-22,37.41148376464844,93.00125122070312,37.41148376464844,93.02125579184116,36.25582920862357,91.17083296157335,36.25582920862357,91.30086267397054,127600.0,7791300
2000-09-25,37.456809997558594,92.34104919433594,37.83636327490833,93.50131367728036,37.434150100403386,92.00097167347292,37.83636327490833,93.4212954370773,113800.0,9726300
2000-09-26,36.92430114746094,91.16082763671875,37.43414881595917,92.82120698581853,36.73169202825049,91.16082763671875,37.43414881595917,92.4211155763969,65200.0,5302400
2000-09-27,36.754364013671875,91.64095306396484,37.2755418017819,92.16107198552413,36.61840459068665,90.98080212506268,37.094262571134934,91.90101252474449,43600.0,7186200
2000-09-28,37.75139617919922,92.82121276855469,37.81937588420378,93.67140706654253,36.82234021080356,91.47090417763282,36.84500011247175,91.66094760894775,121000.0,7036400
2000-09-29,37.57013702392578,91.94098663330078,37.84772096755852,93.44132910447084,37.57013702392578,91.94098663330078,37.71742646340438,93.12125604395456,130400.0,9333600
2000-10-02,36.95829772949219,92.08104705810547,37.853363799581054,92.7612025219281,36.95829772949219,91.6309441776346,37.853363799581054,92.36111107262066,169600.0,5517800
2000-10-03,36.42011642456055,91.22080993652344,37.40582186208948,93.3012845491108,36.42011642456055,91.08077799144544,37.40582186208948,92.52110656939054,151000.0,9347200
2000-10-04,36.67504119873047,91.98098754882812,36.67504119873047,92.34106970974132,36.119873753955126,90.74070455012709,36.584401615910004,91.4608688719535,99800.0,6148900
2000-10-05,36.30116271972656,92.30107879638672,36.84500036346778,92.72117473369147,36.27850281790401,91.74095087998037,36.709040952532476,91.80096458530963,408800.0,4566900
2000-10-06,35.41741943359375,90.3006591796875,36.36913511894944,92.59118321071855,35.372099639053,89.46046695869794,36.36913511894944,92.10107108180799,185600.0,10014900
2000-10-09,35.338104248046875,89.62047576904297,35.44007376976295,90.46066772937775,35.03219568289867,89.22038435935974,35.44007376976295,90.46066772937775,361800.0,4508000
2000-10-10,34.488365173339844,88.14010620117188,35.57037531593313,90.42062642516952,34.488365173339844,88.14010620117188,35.38343115517093,89.6804575805387,420400.0,6104700
2000-10-11,34.37506103515625,87.39994812011719,34.66963967289984,88.74025403086287,34.08048239741266,86.49974265767607,34.60165998726671,88.10010792423807,168200.0,10346000
2000-10-12,33.33272171020508,85.21944427490234,34.692316069560825,88.08009698178286,33.33272171020508,84.99939406668076,34.692316069560825,87.88005133794506,161400.0,12336900
2000-10-13,34.62431335449219,88.06011962890625,34.90756199122723,88.12013334060246,33.40067924379678,85.05943404409572,33.423339134735585,85.09944318522653,378800.0,11778800
2000-10-16,34.89626693725586,88.46022033691406,35.190845813998926,88.49022719591572,34.60168806051279,87.50000084886072,34.805627282873374,87.96010602021961,1098000.0,5659000
2000-10-17,34.01817321777344,86.25972747802734,34.99254887030583,88.70028563023499,33.76891432991631,86.0396771528283,34.8962442999974,88.6202673301626,265800.0,7831700
2000-10-18,33.7405891418457,85.93960571289062,33.944528230009986,87.13987953569635,33.083452079983026,83.31900786643143,33.22507644676378,84.89936839979232,343600.0,10897300
2000-10-19,34.78295135498047,89.18037414550781,34.873590967631884,89.27039471160354,34.284433485397685,87.33995368310613,34.284433485397685,87.60001309627158,150600.0,8767300
2000-10-20,35.22481918334961,89.56043243408203,35.55338777656837,90.38061955264297,35.03787498375962,88.58020880458236,35.05486991099507,88.58020880458236,264800.0,7373500
2000-10-23,35.57603454589844,89.96051025390625,35.621354335128885,90.28058322790281,35.28712088955436,88.94027764929224,35.417415283591886,89.58042359728535,143200.0,5290000
2000-10-24,35.054874420166016,89.36038970947266,35.91595084419078,90.8607320484497,35.054874420166016,88.98030298359848,35.689351785236894,90.24059054833918,73800.0,5750700
2000-10-25,34.2730827331543,87.25991821289062,35.16814836486312,89.34039310838367,34.2730827331543,87.13989081507371,34.986869249580316,88.8202743845104,33000.0,9137600
2000-10-26,34.80560302734375,87.49998474121094,34.80560302734375,88.12012637975175,33.96718680858612,85.79959637746998,34.59599897265434,87.78004870700356,105800.0,9345800
2000-10-27,34.828250885009766,89.16034698486328,34.986870114804866,89.1603469848633,34.53367231539029,87.45995894499042,34.53367231539029,88.26014155198942,138800.0,9762900
2000-10-30,34.98689270019531,89.96051025390625,35.19083184158246,90.32059234965237,34.46571489442815,88.44016362742262,34.76029365420959,88.62020467529568,73600.0,10154100
2000-10-31,35.89327621459961,91.51089477539062,36.023570620050336,91.98100211547624,35.122839730195324,89.66047226654297,35.122839730195324,90.27061158027111,285000.0,7752400
2000-11-01,35.91592788696289,91.20075988769531,36.05188723543089,91.70087372783402,35.734648755672225,90.40057774347338,35.77996853849489,91.06072801245648,528200.0,6753600
2000-11-02,36.777008056640625,91.35083770751953,36.84498773881556,92.12101338949468,36.1651909170662,91.23081032851042,36.17652086409535,91.64090387345821,211800.0,11395100
